source_group,inscd,insureCd,product_name,sell_open_date,sell_end_date,renewable,kcisInsKcd,prodPbanGrpCd,kliaProdClcd,doc_type_code,doc_type_name,version,pdf_url,content_type,content_length_header,local_file,download_status,download_bytes,version_num,repo_pdf_path
rider,R00810003,R00810,갱신계약보험료할인특약,20230101,99991231,N,,,,P,상품약관,2,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00810003_2_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00810003_2_P_갱신계약보험료할인특약.pdf,downloaded,431233.0,2,features\policy_graph_rag\data\policy_pdfs\R00810003_2_P_갱신계약보험료할인특약.pdf
rider,R00820001,R00820,갱신계약자동갱신안내강화특약,20250401,99991231,N,,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00820001_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00820001_1_P_갱신계약자동갱신안내강화특약.pdf,downloaded,345460.0,1,features\policy_graph_rag\data\policy_pdfs\R00820001_1_P_갱신계약자동갱신안내강화특약.pdf
rider,R00814003,R00814,계약분리특약,20230101,99991231,N,,,,P,상품약관,2,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00814003_2_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00814003_2_P_계약분리특약.pdf,downloaded,410744.0,2,features\policy_graph_rag\data\policy_pdfs\R00814003_2_P_계약분리특약.pdf
rider,R00818001,R00818,군장병실손의료보험중지및재개특약,20240701,99991231,N,,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00818001_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00818001_1_P_군장병실손의료보험중지및재개특약.pdf,downloaded,738304.0,1,features\policy_graph_rag\data\policy_pdfs\R00818001_1_P_군장병실손의료보험중지및재개특약.pdf
rider,R00801014,R00801,라이나단체취급특약,20230101,99991231,N,,,,P,상품약관,2,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00801014_2_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00801014_2_P_라이나단체취급특약.pdf,downloaded,613813.0,2,features\policy_graph_rag\data\policy_pdfs\R00801014_2_P_라이나단체취급특약.pdf
rider,R00807012,R00807,라이나사후정리특약,20230101,99991231,N,,,,P,상품약관,4,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00807012_4_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00807012_4_P_라이나사후정리특약.pdf,downloaded,309878.0,4,features\policy_graph_rag\data\policy_pdfs\R00807012_4_P_라이나사후정리특약.pdf
rider,R00803015,R00803,라이나선지급서비스특약,20230101,99991231,N,,,,P,상품약관,3,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00803015_3_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00803015_3_P_라이나선지급서비스특약.pdf,downloaded,655790.0,3,features\policy_graph_rag\data\policy_pdfs\R00803015_3_P_라이나선지급서비스특약.pdf
main,R01549002,R01549,무배당 THE다이나믹통합암진단특약(해약환금금미지급형Ⅱ),20260101,99991231,N,5.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01549002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01549002_1_P_무배당 THE다이나믹통합암진단특약(해약환금금미지급형Ⅱ).pdf,downloaded,590960.0,1,features\policy_graph_rag\data\policy_pdfs\R01549002_1_P_무배당 THE다이나믹통합암진단특약(해약환금금미지급형Ⅱ).pdf
main,B00351005,B00351,무배당 건강검진 걱정없는 미니보험,20260401,99991231,N,3.0,,6.0,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00351005_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\B00351005_0_P_무배당 건강검진 걱정없는 미니보험.pdf,downloaded,1020738.0,0,features\policy_graph_rag\data\policy_pdfs\B00351005_0_P_무배당 건강검진 걱정없는 미니보험.pdf
main,R00154009,R00154,무배당 다이렉트 7대고액암특약(갱신형),20240401,99991231,Y,5.0,R00154001,,P,상품약관,4,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00154009_4_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00154009_4_P_무배당 다이렉트 7대고액암특약(갱신형).pdf,downloaded,493801.0,4,features\policy_graph_rag\data\policy_pdfs\R00154009_4_P_무배당 다이렉트 7대고액암특약(갱신형).pdf
main,R00578001,R00578,무배당3대암표적항암약물허가치료특약(갱신형),20240401,99991231,Y,5.0,,,P,상품약관,4,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00578001_4_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00578001_4_P_무배당3대암표적항암약물허가치료특약(갱신형).pdf,downloaded,669081.0,4,features\policy_graph_rag\data\policy_pdfs\R00578001_4_P_무배당3대암표적항암약물허가치료특약(갱신형).pdf
main,R00119010,R00119,무배당7대고액암치료특약(갱신형),20240401,99991231,Y,5.0,,,P,상품약관,4,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00119010_4_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00119010_4_P_무배당7대고액암치료특약(갱신형).pdf,downloaded,517835.0,4,features\policy_graph_rag\data\policy_pdfs\R00119010_4_P_무배당7대고액암치료특약(갱신형).pdf
main,R00635001,R00635,무배당LTC주요질병(치매및뇌혈관질환)상급종합병원통원특약(갱신형),20240902,99991231,Y,6.0,,,P,상품약관,3,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00635001_3_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00635001_3_P_무배당LTC주요질병(치매및뇌혈관질환)상급종합병원통원특약(갱신형).pdf,downloaded,547920.0,3,features\policy_graph_rag\data\policy_pdfs\R00635001_3_P_무배당LTC주요질병(치매및뇌혈관질환)상급종합병원통원특약(갱신형).pdf
main,R00634001,R00634,무배당LTC주요질병(치매및뇌혈관질환)통원특약(갱신형),20240902,99991231,Y,6.0,,,P,상품약관,3,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00634001_3_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00634001_3_P_무배당LTC주요질병(치매및뇌혈관질환)통원특약(갱신형).pdf,downloaded,547106.0,3,features\policy_graph_rag\data\policy_pdfs\R00634001_3_P_무배당LTC주요질병(치매및뇌혈관질환)통원특약(갱신형).pdf
main,R00636002,R00636,무배당LTC주요질병간병인사용입원특약(요양병원제외)(갱신형),20250101,99991231,Y,6.0,,,P,상품약관,3,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00636002_3_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00636002_3_P_무배당LTC주요질병간병인사용입원특약(요양병원제외)(갱신형).pdf,downloaded,555251.0,3,features\policy_graph_rag\data\policy_pdfs\R00636002_3_P_무배당LTC주요질병간병인사용입원특약(요양병원제외)(갱신형).pdf
main,R00639001,R00639,무배당LTC주요질병간호간병통합입원특약(요양병원제외)(갱신형),20240902,99991231,Y,6.0,,,P,상품약관,3,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00639001_3_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00639001_3_P_무배당LTC주요질병간호간병통합입원특약(요양병원제외)(갱신형).pdf,downloaded,521050.0,3,features\policy_graph_rag\data\policy_pdfs\R00639001_3_P_무배당LTC주요질병간호간병통합입원특약(요양병원제외)(갱신형).pdf
main,R00638002,R00638,무배당LTC주요질병상급종합병원간병인사용입원특약(갱신형),20250101,99991231,Y,6.0,,,P,상품약관,3,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00638002_3_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00638002_3_P_무배당LTC주요질병상급종합병원간병인사용입원특약(갱신형).pdf,downloaded,588994.0,3,features\policy_graph_rag\data\policy_pdfs\R00638002_3_P_무배당LTC주요질병상급종합병원간병인사용입원특약(갱신형).pdf
main,R00640001,R00640,무배당LTC주요질병상급종합병원간호간병통합입원특약(갱신형),20240902,99991231,Y,6.0,,,P,상품약관,3,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00640001_3_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00640001_3_P_무배당LTC주요질병상급종합병원간호간병통합입원특약(갱신형).pdf,downloaded,588311.0,3,features\policy_graph_rag\data\policy_pdfs\R00640001_3_P_무배당LTC주요질병상급종합병원간호간병통합입원특약(갱신형).pdf
main,R00633001,R00633,무배당LTC주요질병상급종합병원입원특약(갱신형),20240902,99991231,Y,6.0,,,P,상품약관,3,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00633001_3_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00633001_3_P_무배당LTC주요질병상급종합병원입원특약(갱신형).pdf,downloaded,580529.0,3,features\policy_graph_rag\data\policy_pdfs\R00633001_3_P_무배당LTC주요질병상급종합병원입원특약(갱신형).pdf
main,R00637002,R00637,무배당LTC주요질병요양병원간병인사용입원특약(갱신형),20250101,99991231,Y,6.0,,,P,상품약관,3,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00637002_3_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00637002_3_P_무배당LTC주요질병요양병원간병인사용입원특약(갱신형).pdf,downloaded,521801.0,3,features\policy_graph_rag\data\policy_pdfs\R00637002_3_P_무배당LTC주요질병요양병원간병인사용입원특약(갱신형).pdf
main,R00632001,R00632,무배당LTC주요질병입원특약(갱신형),20240902,99991231,Y,6.0,,,P,상품약관,3,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00632001_3_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00632001_3_P_무배당LTC주요질병입원특약(갱신형).pdf,downloaded,535448.0,3,features\policy_graph_rag\data\policy_pdfs\R00632001_3_P_무배당LTC주요질병입원특약(갱신형).pdf
main,R00444003,R00444,무배당THE ONE간편보철치료보장특약(갱신형),20240401,99991231,Y,8.0,,,P,상품약관,4,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00444003_4_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00444003_4_P_무배당THE ONE간편보철치료보장특약(갱신형).pdf,downloaded,3204294.0,4,features\policy_graph_rag\data\policy_pdfs\R00444003_4_P_무배당THE ONE간편보철치료보장특약(갱신형).pdf
main,R00446003,R00446,무배당THE ONE간편소액치과치료특약(갱신형),20240401,99991231,Y,8.0,,,P,상품약관,4,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00446003_4_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00446003_4_P_무배당THE ONE간편소액치과치료특약(갱신형).pdf,downloaded,616218.0,4,features\policy_graph_rag\data\policy_pdfs\R00446003_4_P_무배당THE ONE간편소액치과치료특약(갱신형).pdf
main,R00445003,R00445,무배당THE ONE간편충전치료보장특약(갱신형),20240401,99991231,Y,8.0,,,P,상품약관,4,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00445003_4_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00445003_4_P_무배당THE ONE간편충전치료보장특약(갱신형).pdf,downloaded,482339.0,4,features\policy_graph_rag\data\policy_pdfs\R00445003_4_P_무배당THE ONE간편충전치료보장특약(갱신형).pdf
main,B00354003,B00354,무배당THE ONE간편치아보험(갱신형),20240401,99991231,Y,8.0,,99.0,P,상품약관,7,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00354003_7_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\B00354003_7_P_무배당THE ONE간편치아보험(갱신형).pdf,downloaded,4257771.0,7,features\policy_graph_rag\data\policy_pdfs\B00354003_7_P_무배당THE ONE간편치아보험(갱신형).pdf
main,R00443003,R00443,무배당THE ONE간편크라운보장특약(갱신형),20240401,99991231,Y,8.0,,,P,상품약관,4,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00443003_4_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00443003_4_P_무배당THE ONE간편크라운보장특약(갱신형).pdf,downloaded,519872.0,4,features\policy_graph_rag\data\policy_pdfs\R00443003_4_P_무배당THE ONE간편크라운보장특약(갱신형).pdf
main,B00315011,B00315,무배당THE간편고지종신보험(기본형)_가입금액형,20260101,99991231,N,1.0,B00262001,1.0,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00315011_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\B00315011_1_P_무배당THE간편고지종신보험(기본형)_가입금액형.pdf,downloaded,1020551.0,1,features\policy_graph_rag\data\policy_pdfs\B00315011_1_P_무배당THE간편고지종신보험(기본형)_가입금액형.pdf
main,B00313011,B00313,무배당THE간편고지종신보험(기본형)_기납입P플러스형,20260101,99991231,N,1.0,B00185001,1.0,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00313011_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\B00313011_1_P_무배당THE간편고지종신보험(기본형)_기납입P플러스형.pdf,downloaded,1020551.0,1,features\policy_graph_rag\data\policy_pdfs\B00313011_1_P_무배당THE간편고지종신보험(기본형)_기납입P플러스형.pdf
main,B00314011,B00314,무배당THE간편고지종신보험(해약환급금미지급형)_가입금액형,20260101,99991231,N,1.0,B00261001,1.0,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00314011_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\B00314011_1_P_무배당THE간편고지종신보험(해약환급금미지급형)_가입금액형.pdf,downloaded,1020551.0,1,features\policy_graph_rag\data\policy_pdfs\B00314011_1_P_무배당THE간편고지종신보험(해약환급금미지급형)_가입금액형.pdf
main,B00312011,B00312,무배당THE간편고지종신보험(해약환급금미지급형)_기납입P플러스형,20260101,99991231,N,1.0,B00184001,1.0,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00312011_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\B00312011_1_P_무배당THE간편고지종신보험(해약환급금미지급형)_기납입P플러스형.pdf,downloaded,1020551.0,1,features\policy_graph_rag\data\policy_pdfs\B00312011_1_P_무배당THE간편고지종신보험(해약환급금미지급형)_기납입P플러스형.pdf
main,B00452001,B00452,무배당THE간편한건강보험(3.2.5)(해약환급금미지급형_갱신형),20260401,99991231,Y,3.0,,6.0,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00452001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\B00452001_0_P_무배당THE간편한건강보험(3.2.5)(해약환급금미지급형_갱신형).pdf,downloaded,973542.0,0,features\policy_graph_rag\data\policy_pdfs\B00452001_0_P_무배당THE간편한건강보험(3.2.5)(해약환급금미지급형_갱신형).pdf
main,R00524002,R00524,무배당THE간편한계속받는암보장특약(갱신형),20240401,99991231,Y,5.0,,,P,상품약관,4,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00524002_4_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00524002_4_P_무배당THE간편한계속받는암보장특약(갱신형).pdf,downloaded,496879.0,4,features\policy_graph_rag\data\policy_pdfs\R00524002_4_P_무배당THE간편한계속받는암보장특약(갱신형).pdf
main,B00371003,B00371,무배당THE간편한첫날부터라이나암보험(갱신형),20241001,99991231,Y,5.0,,7.0,P,상품약관,6,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00371003_6_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\B00371003_6_P_무배당THE간편한첫날부터라이나암보험(갱신형).pdf,downloaded,1576626.0,6,features\policy_graph_rag\data\policy_pdfs\B00371003_6_P_무배당THE간편한첫날부터라이나암보험(갱신형).pdf
main,R00522002,R00522,무배당THE간편한첫날부터암치료보장특약(갱신형),20240401,99991231,Y,5.0,,,P,상품약관,4,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00522002_4_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00522002_4_P_무배당THE간편한첫날부터암치료보장특약(갱신형).pdf,downloaded,753679.0,4,features\policy_graph_rag\data\policy_pdfs\R00522002_4_P_무배당THE간편한첫날부터암치료보장특약(갱신형).pdf
main,R00523002,R00523,무배당THE간편한첫날부터카티항암약물허가치료특약(갱신형),20240401,99991231,Y,5.0,,,P,상품약관,4,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R00523002_4_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R00523002_4_P_무배당THE간편한첫날부터카티항암약물허가치료특약(갱신형).pdf,downloaded,670829.0,4,features\policy_graph_rag\data\policy_pdfs\R00523002_4_P_무배당THE간편한첫날부터카티항암약물허가치료특약(갱신형).pdf
main,B00404001,B00404,무배당THE건강한보철치료보험(갱신형),20250519,99991231,Y,8.0,,99.0,P,상품약관,3,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00404001_3_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\B00404001_3_P_무배당THE건강한보철치료보험(갱신형).pdf,downloaded,1578712.0,3,features\policy_graph_rag\data\policy_pdfs\B00404001_3_P_무배당THE건강한보철치료보험(갱신형).pdf
main,B00197011,B00197,무배당THE건강한치아보험Ⅴ,20240401,99991231,N,8.0,,99.0,P,상품약관,8,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00197011_8_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\B00197011_8_P_무배당THE건강한치아보험Ⅴ.pdf,downloaded,1417165.0,8,features\policy_graph_rag\data\policy_pdfs\B00197011_8_P_무배당THE건강한치아보험Ⅴ.pdf
main,B00198011,B00198,무배당THE건강한치아보험Ⅴ(갱신형),20240401,99991231,Y,8.0,,99.0,P,상품약관,8,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00198011_8_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\B00198011_8_P_무배당THE건강한치아보험Ⅴ(갱신형).pdf,downloaded,1574597.0,8,features\policy_graph_rag\data\policy_pdfs\B00198011_8_P_무배당THE건강한치아보험Ⅴ(갱신형).pdf
main,B00318010,B00318,무배당THE건강해지는종신보험(기본형)_가입금액형,20260101,99991231,N,1.0,B00223001,1.0,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00318010_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\B00318010_1_P_무배당THE건강해지는종신보험(기본형)_가입금액형.pdf,downloaded,1752193.0,1,features\policy_graph_rag\data\policy_pdfs\B00318010_1_P_무배당THE건강해지는종신보험(기본형)_가입금액형.pdf
main,B00319010,B00319,무배당THE건강해지는종신보험(기본형)_기납입P플러스형,20260101,99991231,N,1.0,B00224001,1.0,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00319010_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\B00319010_1_P_무배당THE건강해지는종신보험(기본형)_기납입P플러스형.pdf,downloaded,1752193.0,1,features\policy_graph_rag\data\policy_pdfs\B00319010_1_P_무배당THE건강해지는종신보험(기본형)_기납입P플러스형.pdf
main,B00316010,B00316,무배당THE건강해지는종신보험(해약환급금미지급형)_가입금액형,20260101,99991231,N,1.0,B00221001,1.0,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00316010_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\B00316010_1_P_무배당THE건강해지는종신보험(해약환급금미지급형)_가입금액형.pdf,downloaded,1752193.0,1,features\policy_graph_rag\data\policy_pdfs\B00316010_1_P_무배당THE건강해지는종신보험(해약환급금미지급형)_가입금액형.pdf
main,B00317010,B00317,무배당THE건강해지는종신보험(해약환급금미지급형)_기납입P플러스형,20260101,99991231,N,1.0,B00222001,1.0,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00317010_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\B00317010_1_P_무배당THE건강해지는종신보험(해약환급금미지급형)_기납입P플러스형.pdf,downloaded,1752193.0,1,features\policy_graph_rag\data\policy_pdfs\B00317010_1_P_무배당THE건강해지는종신보험(해약환급금미지급형)_기납입P플러스형.pdf
main,B00427002,B00427,무배당THE다이나믹건강OK보험(해약환급금미지급형Ⅱ),20260101,99991231,N,4.0,,3.0,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/B00427002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\B00427002_1_P_무배당THE다이나믹건강OK보험(해약환급금미지급형Ⅱ).pdf,downloaded,947408.0,1,features\policy_graph_rag\data\policy_pdfs\B00427002_1_P_무배당THE다이나믹건강OK보험(해약환급금미지급형Ⅱ).pdf
main,R01580002,R01580,무배당THE다이나믹급성심근경색증진단특약(해약환급금미지급형Ⅱ),20260101,99991231,N,3.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01580002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01580002_1_P_무배당THE다이나믹급성심근경색증진단특약(해약환급금미지급형Ⅱ).pdf,downloaded,479682.0,1,features\policy_graph_rag\data\policy_pdfs\R01580002_1_P_무배당THE다이나믹급성심근경색증진단특약(해약환급금미지급형Ⅱ).pdf
main,R01578002,R01578,무배당THE다이나믹뇌경색증진단특약(해약환급금미지급형Ⅱ),20260101,99991231,N,3.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01578002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01578002_1_P_무배당THE다이나믹뇌경색증진단특약(해약환급금미지급형Ⅱ).pdf,downloaded,534392.0,1,features\policy_graph_rag\data\policy_pdfs\R01578002_1_P_무배당THE다이나믹뇌경색증진단특약(해약환급금미지급형Ⅱ).pdf
main,R01577002,R01577,무배당THE다이나믹뇌졸중진단특약(해약환급금미지급형Ⅱ),20260101,99991231,N,3.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01577002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01577002_1_P_무배당THE다이나믹뇌졸중진단특약(해약환급금미지급형Ⅱ).pdf,downloaded,531455.0,1,features\policy_graph_rag\data\policy_pdfs\R01577002_1_P_무배당THE다이나믹뇌졸중진단특약(해약환급금미지급형Ⅱ).pdf
main,R01576002,R01576,무배당THE다이나믹뇌출혈진단특약(해약환급금미지급형Ⅱ),20260101,99991231,N,3.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01576002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01576002_1_P_무배당THE다이나믹뇌출혈진단특약(해약환급금미지급형Ⅱ).pdf,downloaded,496505.0,1,features\policy_graph_rag\data\policy_pdfs\R01576002_1_P_무배당THE다이나믹뇌출혈진단특약(해약환급금미지급형Ⅱ).pdf
main,R01561002,R01561,무배당THE다이나믹뇌혈관질환상급종합병원통원특약(해약환급금미지급형Ⅱ),20260101,99991231,N,3.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01561002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01561002_1_P_무배당THE다이나믹뇌혈관질환상급종합병원통원특약(해약환급금미지급형Ⅱ).pdf,downloaded,534884.0,1,features\policy_graph_rag\data\policy_pdfs\R01561002_1_P_무배당THE다이나믹뇌혈관질환상급종합병원통원특약(해약환급금미지급형Ⅱ).pdf
main,R01559002,R01559,무배당THE다이나믹뇌혈관질환진단특약(해약환급금미지급형Ⅱ),20260101,99991231,N,3.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01559002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01559002_1_P_무배당THE다이나믹뇌혈관질환진단특약(해약환급금미지급형Ⅱ).pdf,downloaded,509241.0,1,features\policy_graph_rag\data\policy_pdfs\R01559002_1_P_무배당THE다이나믹뇌혈관질환진단특약(해약환급금미지급형Ⅱ).pdf
main,R01572002,R01572,무배당THE다이나믹당뇨병진단(당화혈색소기준)특약(해약환급금미지급형Ⅱ),20260101,99991231,N,3.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01572002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01572002_1_P_무배당THE다이나믹당뇨병진단(당화혈색소기준)특약(해약환급금미지급형Ⅱ).pdf,downloaded,497237.0,1,features\policy_graph_rag\data\policy_pdfs\R01572002_1_P_무배당THE다이나믹당뇨병진단(당화혈색소기준)특약(해약환급금미지급형Ⅱ).pdf
main,R01570002,R01570,무배당THE다이나믹상급종합병원입원특약(해약환급금미지급형Ⅱ),20260101,99991231,N,3.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01570002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01570002_1_P_무배당THE다이나믹상급종합병원입원특약(해약환급금미지급형Ⅱ).pdf,downloaded,563707.0,1,features\policy_graph_rag\data\policy_pdfs\R01570002_1_P_무배당THE다이나믹상급종합병원입원특약(해약환급금미지급형Ⅱ).pdf
main,R01568003,R01568,무배당THE다이나믹상급종합병원질병수술특약Ⅱ(해약환급금미지급형Ⅱ),20260401,99991231,N,3.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01568003_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01568003_0_P_무배당THE다이나믹상급종합병원질병수술특약Ⅱ(해약환급금미지급형Ⅱ).pdf,downloaded,562023.0,0,features\policy_graph_rag\data\policy_pdfs\R01568003_0_P_무배당THE다이나믹상급종합병원질병수술특약Ⅱ(해약환급금미지급형Ⅱ).pdf
main,R01574002,R01574,무배당THE다이나믹세번받는3대만성질환(고고당)중등도이상진단특약(해약환급금미지급형Ⅱ),20260101,99991231,N,3.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01574002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01574002_1_P_무배당THE다이나믹세번받는3대만성질환(고고당)중등도이상진단특약(해약환급금미지급형Ⅱ).pdf,downloaded,520838.0,1,features\policy_graph_rag\data\policy_pdfs\R01574002_1_P_무배당THE다이나믹세번받는3대만성질환(고고당)중등도이상진단특약(해약환급금미지급형Ⅱ).pdf
main,R01575002,R01575,무배당THE다이나믹세번받는3대만성질환(고고당)중증진단특약(해약환급금미지급형Ⅱ),20260101,99991231,N,3.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01575002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01575002_1_P_무배당THE다이나믹세번받는3대만성질환(고고당)중증진단특약(해약환급금미지급형Ⅱ).pdf,downloaded,519777.0,1,features\policy_graph_rag\data\policy_pdfs\R01575002_1_P_무배당THE다이나믹세번받는3대만성질환(고고당)중증진단특약(해약환급금미지급형Ⅱ).pdf
