source_group,inscd,insureCd,product_name,sell_open_date,sell_end_date,renewable,kcisInsKcd,prodPbanGrpCd,kliaProdClcd,doc_type_code,doc_type_name,version,pdf_url,content_type,content_length_header,local_file,download_status,download_bytes,version_num,repo_pdf_path
main,R02503001,R02503,무배당새로담는간편순환계질환Ⅱ주요치료특약(연1회한)(3.10.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,3.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02503001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02503001_0_P_무배당새로담는간편순환계질환Ⅱ주요치료특약(연1회한)(3.10.5)(해약환급금미지급형Ⅱ).pdf,downloaded,357145.0,0,features\policy_graph_rag\data\policy_pdfs\R02503001_0_P_무배당새로담는간편순환계질환Ⅱ주요치료특약(연1회한)(3.10.5)(해약환급금미지급형Ⅱ).pdf
main,R02387001,R02387,무배당새로담는간편순환계질환Ⅱ주요치료특약(연1회한)(3.2.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,3.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02387001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02387001_0_P_무배당새로담는간편순환계질환Ⅱ주요치료특약(연1회한)(3.2.5)(해약환급금미지급형Ⅱ).pdf,downloaded,357145.0,0,features\policy_graph_rag\data\policy_pdfs\R02387001_0_P_무배당새로담는간편순환계질환Ⅱ주요치료특약(연1회한)(3.2.5)(해약환급금미지급형Ⅱ).pdf
main,R02482001,R02482,무배당새로담는간편순환계질환Ⅱ주요치료특약(연1회한)(3.5.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,3.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02482001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02482001_0_P_무배당새로담는간편순환계질환Ⅱ주요치료특약(연1회한)(3.5.5)(해약환급금미지급형Ⅱ).pdf,downloaded,357145.0,0,features\policy_graph_rag\data\policy_pdfs\R02482001_0_P_무배당새로담는간편순환계질환Ⅱ주요치료특약(연1회한)(3.5.5)(해약환급금미지급형Ⅱ).pdf
main,R02496001,R02496,무배당새로담는간편순환계질환Ⅱ통합진단특약(3.10.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,3.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02496001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02496001_0_P_무배당새로담는간편순환계질환Ⅱ통합진단특약(3.10.5)(해약환급금미지급형Ⅱ).pdf,downloaded,323338.0,0,features\policy_graph_rag\data\policy_pdfs\R02496001_0_P_무배당새로담는간편순환계질환Ⅱ통합진단특약(3.10.5)(해약환급금미지급형Ⅱ).pdf
main,R02380001,R02380,무배당새로담는간편순환계질환Ⅱ통합진단특약(3.2.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,3.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02380001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02380001_0_P_무배당새로담는간편순환계질환Ⅱ통합진단특약(3.2.5)(해약환급금미지급형Ⅱ).pdf,downloaded,323338.0,0,features\policy_graph_rag\data\policy_pdfs\R02380001_0_P_무배당새로담는간편순환계질환Ⅱ통합진단특약(3.2.5)(해약환급금미지급형Ⅱ).pdf
main,R02475001,R02475,무배당새로담는간편순환계질환Ⅱ통합진단특약(3.5.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,3.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02475001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02475001_0_P_무배당새로담는간편순환계질환Ⅱ통합진단특약(3.5.5)(해약환급금미지급형Ⅱ).pdf,downloaded,323338.0,0,features\policy_graph_rag\data\policy_pdfs\R02475001_0_P_무배당새로담는간편순환계질환Ⅱ통합진단특약(3.5.5)(해약환급금미지급형Ⅱ).pdf
main,R01425002,R01425,무배당새로담는간편신관절질환수술특약(3.10.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,3.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01425002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01425002_1_P_무배당새로담는간편신관절질환수술특약(3.10.5)(해약환급금미지급형Ⅱ).pdf,downloaded,311030.0,1,features\policy_graph_rag\data\policy_pdfs\R01425002_1_P_무배당새로담는간편신관절질환수술특약(3.10.5)(해약환급금미지급형Ⅱ).pdf
main,R02424001,R02424,무배당새로담는간편신관절질환수술특약(3.2.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,3.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02424001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02424001_0_P_무배당새로담는간편신관절질환수술특약(3.2.5)(해약환급금미지급형Ⅱ).pdf,downloaded,311030.0,0,features\policy_graph_rag\data\policy_pdfs\R02424001_0_P_무배당새로담는간편신관절질환수술특약(3.2.5)(해약환급금미지급형Ⅱ).pdf
main,R01286002,R01286,무배당새로담는간편신관절질환수술특약(3.5.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,3.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01286002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01286002_1_P_무배당새로담는간편신관절질환수술특약(3.5.5)(해약환급금미지급형Ⅱ).pdf,downloaded,311030.0,1,features\policy_graph_rag\data\policy_pdfs\R01286002_1_P_무배당새로담는간편신관절질환수술특약(3.5.5)(해약환급금미지급형Ⅱ).pdf
main,R01422002,R01422,무배당새로담는간편실버특정수술보장특약(3.10.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,3.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01422002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01422002_1_P_무배당새로담는간편실버특정수술보장특약(3.10.5)(해약환급금미지급형Ⅱ).pdf,downloaded,298648.0,1,features\policy_graph_rag\data\policy_pdfs\R01422002_1_P_무배당새로담는간편실버특정수술보장특약(3.10.5)(해약환급금미지급형Ⅱ).pdf
main,R02421001,R02421,무배당새로담는간편실버특정수술보장특약(3.2.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,3.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02421001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02421001_0_P_무배당새로담는간편실버특정수술보장특약(3.2.5)(해약환급금미지급형Ⅱ).pdf,downloaded,298648.0,0,features\policy_graph_rag\data\policy_pdfs\R02421001_0_P_무배당새로담는간편실버특정수술보장특약(3.2.5)(해약환급금미지급형Ⅱ).pdf
main,R01283002,R01283,무배당새로담는간편실버특정수술보장특약(3.5.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,3.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01283002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01283002_1_P_무배당새로담는간편실버특정수술보장특약(3.5.5)(해약환급금미지급형Ⅱ).pdf,downloaded,298648.0,1,features\policy_graph_rag\data\policy_pdfs\R01283002_1_P_무배당새로담는간편실버특정수술보장특약(3.5.5)(해약환급금미지급형Ⅱ).pdf
main,R01421002,R01421,무배당새로담는간편심뇌혈관질환수술특약Ⅱ(3.10.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,3.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01421002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01421002_1_P_무배당새로담는간편심뇌혈관질환수술특약Ⅱ(3.10.5)(해약환급금미지급형Ⅱ).pdf,downloaded,333700.0,1,features\policy_graph_rag\data\policy_pdfs\R01421002_1_P_무배당새로담는간편심뇌혈관질환수술특약Ⅱ(3.10.5)(해약환급금미지급형Ⅱ).pdf
main,R02420001,R02420,무배당새로담는간편심뇌혈관질환수술특약Ⅱ(3.2.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,3.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02420001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02420001_0_P_무배당새로담는간편심뇌혈관질환수술특약Ⅱ(3.2.5)(해약환급금미지급형Ⅱ).pdf,downloaded,333700.0,0,features\policy_graph_rag\data\policy_pdfs\R02420001_0_P_무배당새로담는간편심뇌혈관질환수술특약Ⅱ(3.2.5)(해약환급금미지급형Ⅱ).pdf
main,R01282002,R01282,무배당새로담는간편심뇌혈관질환수술특약Ⅱ(3.5.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,3.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01282002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01282002_1_P_무배당새로담는간편심뇌혈관질환수술특약Ⅱ(3.5.5)(해약환급금미지급형Ⅱ).pdf,downloaded,333700.0,1,features\policy_graph_rag\data\policy_pdfs\R01282002_1_P_무배당새로담는간편심뇌혈관질환수술특약Ⅱ(3.5.5)(해약환급금미지급형Ⅱ).pdf
main,R01439002,R01439,무배당새로담는간편암직접치료상급종합병원통원특약(3.10.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,5.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01439002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01439002_1_P_무배당새로담는간편암직접치료상급종합병원통원특약(3.10.5)(해약환급금미지급형Ⅱ).pdf,downloaded,360753.0,1,features\policy_graph_rag\data\policy_pdfs\R01439002_1_P_무배당새로담는간편암직접치료상급종합병원통원특약(3.10.5)(해약환급금미지급형Ⅱ).pdf
main,R02430001,R02430,무배당새로담는간편암직접치료상급종합병원통원특약(3.2.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,5.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02430001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02430001_0_P_무배당새로담는간편암직접치료상급종합병원통원특약(3.2.5)(해약환급금미지급형Ⅱ).pdf,downloaded,360753.0,0,features\policy_graph_rag\data\policy_pdfs\R02430001_0_P_무배당새로담는간편암직접치료상급종합병원통원특약(3.2.5)(해약환급금미지급형Ⅱ).pdf
main,R01300002,R01300,무배당새로담는간편암직접치료상급종합병원통원특약(3.5.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,5.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01300002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01300002_1_P_무배당새로담는간편암직접치료상급종합병원통원특약(3.5.5)(해약환급금미지급형Ⅱ).pdf,downloaded,360753.0,1,features\policy_graph_rag\data\policy_pdfs\R01300002_1_P_무배당새로담는간편암직접치료상급종합병원통원특약(3.5.5)(해약환급금미지급형Ⅱ).pdf
main,R02011002,R02011,무배당새로담는간편암직접치료원격지상급종합병원통원특약(3.10.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,5.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02011002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02011002_1_P_무배당새로담는간편암직접치료원격지상급종합병원통원특약(3.10.5)(해약환급금미지급형Ⅱ).pdf,downloaded,366695.0,1,features\policy_graph_rag\data\policy_pdfs\R02011002_1_P_무배당새로담는간편암직접치료원격지상급종합병원통원특약(3.10.5)(해약환급금미지급형Ⅱ).pdf
main,R02433001,R02433,무배당새로담는간편암직접치료원격지상급종합병원통원특약(3.2.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,5.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02433001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02433001_0_P_무배당새로담는간편암직접치료원격지상급종합병원통원특약(3.2.5)(해약환급금미지급형Ⅱ).pdf,downloaded,366695.0,0,features\policy_graph_rag\data\policy_pdfs\R02433001_0_P_무배당새로담는간편암직접치료원격지상급종합병원통원특약(3.2.5)(해약환급금미지급형Ⅱ).pdf
main,R01989002,R01989,무배당새로담는간편암직접치료원격지상급종합병원통원특약(3.5.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,5.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01989002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01989002_1_P_무배당새로담는간편암직접치료원격지상급종합병원통원특약(3.5.5)(해약환급금미지급형Ⅱ).pdf,downloaded,366695.0,1,features\policy_graph_rag\data\policy_pdfs\R01989002_1_P_무배당새로담는간편암직접치료원격지상급종합병원통원특약(3.5.5)(해약환급금미지급형Ⅱ).pdf
main,R02010002,R02010,무배당새로담는간편암직접치료원격지통원특약(연30회한)(3.10.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,5.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02010002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02010002_1_P_무배당새로담는간편암직접치료원격지통원특약(연30회한)(3.10.5)(해약환급금미지급형Ⅱ).pdf,downloaded,354123.0,1,features\policy_graph_rag\data\policy_pdfs\R02010002_1_P_무배당새로담는간편암직접치료원격지통원특약(연30회한)(3.10.5)(해약환급금미지급형Ⅱ).pdf
main,R02432001,R02432,무배당새로담는간편암직접치료원격지통원특약(연30회한)(3.2.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,5.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02432001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02432001_0_P_무배당새로담는간편암직접치료원격지통원특약(연30회한)(3.2.5)(해약환급금미지급형Ⅱ).pdf,downloaded,354123.0,0,features\policy_graph_rag\data\policy_pdfs\R02432001_0_P_무배당새로담는간편암직접치료원격지통원특약(연30회한)(3.2.5)(해약환급금미지급형Ⅱ).pdf
main,R01988002,R01988,무배당새로담는간편암직접치료원격지통원특약(연30회한)(3.5.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,5.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01988002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01988002_1_P_무배당새로담는간편암직접치료원격지통원특약(연30회한)(3.5.5)(해약환급금미지급형Ⅱ).pdf,downloaded,354123.0,1,features\policy_graph_rag\data\policy_pdfs\R01988002_1_P_무배당새로담는간편암직접치료원격지통원특약(연30회한)(3.5.5)(해약환급금미지급형Ⅱ).pdf
main,R02009002,R02009,무배당새로담는간편암직접치료통원특약(연30회한)(3.10.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,5.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02009002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02009002_1_P_무배당새로담는간편암직접치료통원특약(연30회한)(3.10.5)(해약환급금미지급형Ⅱ).pdf,downloaded,346622.0,1,features\policy_graph_rag\data\policy_pdfs\R02009002_1_P_무배당새로담는간편암직접치료통원특약(연30회한)(3.10.5)(해약환급금미지급형Ⅱ).pdf
main,R02431001,R02431,무배당새로담는간편암직접치료통원특약(연30회한)(3.2.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,5.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02431001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02431001_0_P_무배당새로담는간편암직접치료통원특약(연30회한)(3.2.5)(해약환급금미지급형Ⅱ).pdf,downloaded,346622.0,0,features\policy_graph_rag\data\policy_pdfs\R02431001_0_P_무배당새로담는간편암직접치료통원특약(연30회한)(3.2.5)(해약환급금미지급형Ⅱ).pdf
main,R01987002,R01987,무배당새로담는간편암직접치료통원특약(연30회한)(3.5.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,5.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01987002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01987002_1_P_무배당새로담는간편암직접치료통원특약(연30회한)(3.5.5)(해약환급금미지급형Ⅱ).pdf,downloaded,346622.0,1,features\policy_graph_rag\data\policy_pdfs\R01987002_1_P_무배당새로담는간편암직접치료통원특약(연30회한)(3.5.5)(해약환급금미지급형Ⅱ).pdf
main,R01623003,R01623,무배당새로담는간편암직접치료특약(3.10.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,5.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01623003_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01623003_0_P_무배당새로담는간편암직접치료특약(3.10.5)(해약환급금미지급형Ⅱ).pdf,downloaded,385223.0,0,features\policy_graph_rag\data\policy_pdfs\R01623003_0_P_무배당새로담는간편암직접치료특약(3.10.5)(해약환급금미지급형Ⅱ).pdf
main,R02434001,R02434,무배당새로담는간편암직접치료특약(3.2.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,5.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02434001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02434001_0_P_무배당새로담는간편암직접치료특약(3.2.5)(해약환급금미지급형Ⅱ).pdf,downloaded,385223.0,0,features\policy_graph_rag\data\policy_pdfs\R02434001_0_P_무배당새로담는간편암직접치료특약(3.2.5)(해약환급금미지급형Ⅱ).pdf
main,R01619003,R01619,무배당새로담는간편암직접치료특약(3.5.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,5.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01619003_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01619003_0_P_무배당새로담는간편암직접치료특약(3.5.5)(해약환급금미지급형Ⅱ).pdf,downloaded,385223.0,0,features\policy_graph_rag\data\policy_pdfs\R01619003_0_P_무배당새로담는간편암직접치료특약(3.5.5)(해약환급금미지급형Ⅱ).pdf
main,R01408002,R01408,무배당새로담는간편암진단특약(3.10.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,5.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01408002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01408002_1_P_무배당새로담는간편암진단특약(3.10.5)(해약환급금미지급형Ⅱ).pdf,downloaded,308266.0,1,features\policy_graph_rag\data\policy_pdfs\R01408002_1_P_무배당새로담는간편암진단특약(3.10.5)(해약환급금미지급형Ⅱ).pdf
main,R02406001,R02406,무배당새로담는간편암진단특약(3.2.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,5.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02406001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02406001_0_P_무배당새로담는간편암진단특약(3.2.5)(해약환급금미지급형Ⅱ).pdf,downloaded,308266.0,0,features\policy_graph_rag\data\policy_pdfs\R02406001_0_P_무배당새로담는간편암진단특약(3.2.5)(해약환급금미지급형Ⅱ).pdf
main,R01269002,R01269,무배당새로담는간편암진단특약(3.5.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,5.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01269002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01269002_1_P_무배당새로담는간편암진단특약(3.5.5)(해약환급금미지급형Ⅱ).pdf,downloaded,308266.0,1,features\policy_graph_rag\data\policy_pdfs\R01269002_1_P_무배당새로담는간편암진단특약(3.5.5)(해약환급금미지급형Ⅱ).pdf
main,R01728002,R01728,무배당새로담는간편암치료특화5대상급종합병원암직접치료특약(3.10.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,5.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01728002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01728002_1_P_무배당새로담는간편암치료특화5대상급종합병원암직접치료특약(3.10.5)(해약환급금미지급형Ⅱ).pdf,downloaded,415534.0,1,features\policy_graph_rag\data\policy_pdfs\R01728002_1_P_무배당새로담는간편암치료특화5대상급종합병원암직접치료특약(3.10.5)(해약환급금미지급형Ⅱ).pdf
main,R02456001,R02456,무배당새로담는간편암치료특화5대상급종합병원암직접치료특약(3.2.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,5.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02456001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02456001_0_P_무배당새로담는간편암치료특화5대상급종합병원암직접치료특약(3.2.5)(해약환급금미지급형Ⅱ).pdf,downloaded,415534.0,0,features\policy_graph_rag\data\policy_pdfs\R02456001_0_P_무배당새로담는간편암치료특화5대상급종합병원암직접치료특약(3.2.5)(해약환급금미지급형Ⅱ).pdf
main,R01727002,R01727,무배당새로담는간편암치료특화5대상급종합병원암직접치료특약(3.5.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,5.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01727002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01727002_1_P_무배당새로담는간편암치료특화5대상급종합병원암직접치료특약(3.5.5)(해약환급금미지급형Ⅱ).pdf,downloaded,415534.0,1,features\policy_graph_rag\data\policy_pdfs\R01727002_1_P_무배당새로담는간편암치료특화5대상급종합병원암직접치료특약(3.5.5)(해약환급금미지급형Ⅱ).pdf
main,R02013002,R02013,무배당새로담는간편요양병원및의원간병인사용입원특약(3.10.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,6.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02013002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02013002_1_P_무배당새로담는간편요양병원및의원간병인사용입원특약(3.10.5)(해약환급금미지급형Ⅱ).pdf,downloaded,354441.0,1,features\policy_graph_rag\data\policy_pdfs\R02013002_1_P_무배당새로담는간편요양병원및의원간병인사용입원특약(3.10.5)(해약환급금미지급형Ⅱ).pdf
main,R02464001,R02464,무배당새로담는간편요양병원및의원간병인사용입원특약(3.2.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,6.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02464001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02464001_0_P_무배당새로담는간편요양병원및의원간병인사용입원특약(3.2.5)(해약환급금미지급형Ⅱ).pdf,downloaded,354441.0,0,features\policy_graph_rag\data\policy_pdfs\R02464001_0_P_무배당새로담는간편요양병원및의원간병인사용입원특약(3.2.5)(해약환급금미지급형Ⅱ).pdf
main,R01991002,R01991,무배당새로담는간편요양병원및의원간병인사용입원특약(3.5.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,6.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01991002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01991002_1_P_무배당새로담는간편요양병원및의원간병인사용입원특약(3.5.5)(해약환급금미지급형Ⅱ).pdf,downloaded,354441.0,1,features\policy_graph_rag\data\policy_pdfs\R01991002_1_P_무배당새로담는간편요양병원및의원간병인사용입원특약(3.5.5)(해약환급금미지급형Ⅱ).pdf
main,R02015002,R02015,무배당새로담는간편요양병원및의원간병인사용입원특약(특정경증질환제외)(3.10.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,6.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02015002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02015002_1_P_무배당새로담는간편요양병원및의원간병인사용입원특약(특정경증질환제외)(3.10.5)(해약환급금미지급형Ⅱ).pdf,downloaded,415840.0,1,features\policy_graph_rag\data\policy_pdfs\R02015002_1_P_무배당새로담는간편요양병원및의원간병인사용입원특약(특정경증질환제외)(3.10.5)(해약환급금미지급형Ⅱ).pdf
main,R02466001,R02466,무배당새로담는간편요양병원및의원간병인사용입원특약(특정경증질환제외)(3.2.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,6.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02466001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02466001_0_P_무배당새로담는간편요양병원및의원간병인사용입원특약(특정경증질환제외)(3.2.5)(해약환급금미지급형Ⅱ).pdf,downloaded,415840.0,0,features\policy_graph_rag\data\policy_pdfs\R02466001_0_P_무배당새로담는간편요양병원및의원간병인사용입원특약(특정경증질환제외)(3.2.5)(해약환급금미지급형Ⅱ).pdf
main,R01993002,R01993,무배당새로담는간편요양병원및의원간병인사용입원특약(특정경증질환제외)(3.5.5)(해약환급금미지급형Ⅱ),20260101,99991231,N,6.0,,,P,상품약관,1,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R01993002_1_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R01993002_1_P_무배당새로담는간편요양병원및의원간병인사용입원특약(특정경증질환제외)(3.5.5)(해약환급금미지급형Ⅱ).pdf,downloaded,415840.0,1,features\policy_graph_rag\data\policy_pdfs\R01993002_1_P_무배당새로담는간편요양병원및의원간병인사용입원특약(특정경증질환제외)(3.5.5)(해약환급금미지급형Ⅱ).pdf
main,R02512001,R02512,무배당새로담는간편재해골절특약(3.10.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,4.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02512001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02512001_0_P_무배당새로담는간편재해골절특약(3.10.5)(해약환급금미지급형Ⅱ).pdf,downloaded,307300.0,0,features\policy_graph_rag\data\policy_pdfs\R02512001_0_P_무배당새로담는간편재해골절특약(3.10.5)(해약환급금미지급형Ⅱ).pdf
main,R02396001,R02396,무배당새로담는간편재해골절특약(3.2.5)(해약환급금미지급형Ⅱ),20260401,99991231,N,4.0,,,P,상품약관,0,https://www.lina.co.kr/cms/upload/upload/docs/disclosure/R02396001_0_P.pdf,application/pdf,,outputs\lina_disclosure_pdfs\files\policy\R02396001_0_P_무배당새로담는간편재해골절특약(3.2.5)(해약환급금미지급형Ⅱ).pdf,downloaded,307300.0,0,features\policy_graph_rag\data\policy_pdfs\R02396001_0_P_무배당새로담는간편재해골절특약(3.2.5)(해약환급금미지급형Ⅱ).pdf
